Mukhang ako na naman ang panalo.,Mukhang ako na naman panalo.
"Pero yung pagpatay sa iyo, bonus lang yun sa trabaho namin.","Pero yung pag patay sa iyo, bonus lang yun sa trabaho namin."
"Pero yung pagpatay sa iyo, bonus lang yun sa trabaho namin.","Pero yung pagpatay sayo, bonus lang yun sa trabaho namin."
"Pero yung pagpatay sa iyo, bonus lang yun sa trabaho namin.","Pero yung pagpatay sa iyo, bonus lang yun ng trabaho namin."
Pera lang naman ang ang dahilan nila eh.,Pera lang naman ang kinauudyokan nila eh.
Mga bombang idinikit ko sa mga sinturon niyo nung pumasok ako.,Mga bombang dinikit ko sa mga sinturon niyo nung pumasok ako.
Hindi mo kailang pumatay ng libo-libo  para pabagsakin ako.,Hindi mo kailang pumatay ng libo-libo  para pabagsakin ako
Kung ito lang ang magpapabagsak sa,Kung ito lang magpapabagsak sa
Balewala ang mga buhay niyo.,Bali-wala mga buhay niyo.
Tingnan mo ang nangyari sa iyo ngayon.,Tignan mo ang nangyari sa iyo ngayon.
Tingnan mo ang nangyari sa iyo ngayon.,Tingnan mo nangyari sa iyo ngayon.
Tingnan mo ang nangyari sa iyo ngayon.,Tingnan mo ang nangyari sayo ngayon.
"Kung ako sa 'yo, itago mo na yan. ","Kung ako sayo, itago mo na yan."
Hindi ka makakaalis diyan.,Hindi ka makaka-alis diyan.
Meron akong isang milyong microbes na kumakain ng wiring ng bomba.,Meron akong isang milyon na microbes na kumakain ng wiring ng bomba.
Mission sa Mars!,Mission to Mars!
Tingnan mong lahat ng damit mo!!,Tignan mong lahat ng damit mo!!
Tingnan mong lahat ng damit mo!!,Tingnan mo lahat ng damit mo!!
Tingnan mo to!,Tignan mo to!
Wala naman nagbibigay-halaga ng mga damit na ito dito eh.,Wala naman nagbibigay halaga ng mga damit na ito dito eh.
Tingnan natin...,Tignan natin...
Anong ginagawa ni Lotso kay Buzz at paano siya ibalik sa dati?,Anong ginagawa ni Lotso kay Buzz at pano siya ibalik sa dati?
Walang mag-aaway!,Walang magaaway!
Kaya konti na lang kayo sa mundo!,Kaya konti nalang kayo sa mundo!
"Anong tinitingnan mo, Feathers?","Anong tinitignan mo, Feathers?"
Bakit ang tagal-tagal nila?,Bakit ang tagal tagal nila?
Nasaan yung manwal?,Nasaan yung manual?
Nagreklamo sa pulisya ang may-ari ng bahay-panuluyan na agad namang na humuli sa sastre at dinala ito sa harap ng emperador.,Nagreklamo sa pulisya ang may-ari ng bahay panuluyan na agad namang na humuli sa sastre at dinala ito sa harap ng emperador.
Nagreklamo sa pulisya ang may-ari ng bahay-panuluyan na agad namang na humuli sa sastre at dinala ito sa harap ng emperador.,Nagreklamo sa pulisya ang may-ari ng bahay-panuluyan na agad namang agad na humuli sa sastre at dinala ito sa harap ng emperador.
Agad itong napansin ng sastre kung kayat ginamit niya ito upang makatakas sa kaniyang kinalalagyan.,Agad itong napansin ng sastre at ginamit niya ito upang makatakas sa kaniyang kinalalagyan.
Naghiyawan ang madla; at lahat ay nagtanggal ng kani-kanilang mga kasuotan at sumayaw sa initan alinsunod sa kalikasan.,Naghiyawan ang madla at lahat ay nagtanggal ng kani-kanilang mga kasuotan at sumayaw sa initan alinsunod sa kalikasan.
Naghiyawan ang madla; at lahat ay nagtanggal ng kani-kanilang mga kasuotan at sumayaw sa initan alinsunod sa kalikasan.,Naghiyawan ang madla; at lahat ay nagtanggal ng kani kanilang mga kasuotan at sumayaw sa initan alinsunod sa kalikasan.
"Kaibigan ng lahat ang isang explorer, kahit halaman, isda o langgam.","Kaibigan ng lahat ang isang explorer, kahit halaman, isda o maliit na mowl."
Posible ito sapagkat matalino ang master ko.,Posible ito sapagkat matalino ang amo ko.
"Sabi ng lalaking yan akin na raw ang ibon, at mahal ko yang lalaking yan parang master.","Sabi ng lalaking yan akin na raw ang ibon, at mahal ko yang lalaking yan parang amo."
Maaari kong tanungin sa totoong pagkatao ko kung ano ang gusto noya,Maaari kong itanong sa totoong pagkatao ko kung ano ang gusto noya
Nagniningning sa sigla at liwanag ang aking kaluluwa.,Nagniningning ng sigla at liwanag ang aking kaluluwa.
"""Baka masaktan ka lang. Maaari kang tanggihan ng mga tao"" kaya hindi ko na sinubukang gawin tio.","""Baka masaktan ka lang. Maaari kang tanggihan ng mga tao"" kaya hindi ko na sinubukan gawin tio."
Ako ang mag-uumpisa ngayon.,Ako ang maguumpisa ngayon.
"Hindi ko maibibintang sa aking mga magulang na dahil sa kanilang mga pagkukulang at problema, pero masasabi ko na ang kakulangan nila sa pag-gabay sa akin ay isang anyo ng kawalang ng hustisya.","Hindi ko mabibintang sa aking mga magulang na dahil sa kanilang mga pagkukulang at problema, pero masasabi ko na ang kakulangan nila sa pag-gabay sa akin ay isang anyo ng kawalang ng hustisya."
"Hindi ko maibibintang sa aking mga magulang na dahil sa kanilang mga pagkukulang at problema, pero masasabi ko na ang kakulangan nila sa pag-gabay sa akin ay isang anyo ng kawalang ng hustisya.","Hindi ko maibibintang ang aking mga magulang na dahil sa kanilang mga pagkukulang at problema, pero masasabi ko na ang kakulangan nila sa pag-gabay sa akin ay isang anyo ng kawalang ng hustisya."
"Hindi ko maibibintang sa aking mga magulang na dahil sa kanilang mga pagkukulang at problema, pero masasabi ko na ang kakulangan nila sa pag-gabay sa akin ay isang anyo ng kawalang ng hustisya.","Hindi ko maibibintang sa aking mga magulang dahil sa kanilang mga pagkukulang at problema, pero masasabi ko na ang kakulangan nila sa pag-gabay sa akin ay isang anyo ng kawalang ng hustisya."
"Nanggagaling ang alintuntunin ng moralidad ko sa kaisipang pansarili, hindi sa kaisipan na dahil tungkulin ko ito.","Nanggagaling ang alintuntunin ng moralidad ko sa kaisipang pansarili, hindi sa kaisipan ng tungkulin ko ito."
"Palagi kong sineseryoso ang buhay, wala ako masyadong kasiyahan nung bata pa ako, komportable na ako sa pagdurusa na minsan gumagawa ako ng problema kahit wala naman talaga.","Palagi kong sineseryoso ang buhay, wala ako masyadong kasiyahan nung bata pa ako, komportable na ako sa pag durusa na minsan gumagawa ako ng problema kahit wala naman talaga."
"Nakikita ko ang aking kinabukasan sa bagong paningin; ang pag-unawa ko kung gusto kong maging masaya o hindi, ang ibig sabihin nito.","Nakikita ko ang aking kinabukasan sa bagong paningin; ang pag-unawa ko kung gusto ko maging masaya o hindi, ang ibig sabihin nito."
"Noong bata ako, kinailangan kong malaman kung paanong patunayan ang pagtingin sa anong totoo.","Noong bata ako, kailangan kong malaman kung paanong patunayan ang pagtingin sa anong totoo."
"Noong nalasing si papa dahil sa alkohol, kinuha ko ang aking kaleidoscope at nakita ko ay nakatulog lang siya.","Nung nalasing si papa dahil sa alkohol, kinuha ko ang aking kaleidoscope at nakita ko ay nakatulog lang siya."
"Ngayong araw, itatago ko ang aking kaleidoscope.","Ngayong araw, tinago ko ang aking kaleidoscope."
"Naalala ko ang dati kong mga relasyon bilang matanda na ako, at hindi sa mga mata na matatakot na bata.",Naalala ko ang dati kong mga relasyon bilang adult at hindi sa mga mata na matatakot na bata.
Mahaba ang pinagdaanan ko papunta sa aking pagbibinata.,Mahaba ang pinagdaanan ko papunta sa akin pagbibinata.
Ang mga taon na iyon aking sinusumpa.,Ang mga taon na iyon akin sinusumpa.
Ang mga taon na iyon aking sinusumpa.,Ang mga taon na iyon ay aking sinusumpa.
Naglalaro ng kunwaring laro at sumusubok ng bagong aral ang malulusog na bata.,Ang malulusog na bata ay naglalaro ng make-believe games at sumusubok ng bagong asal.
"Ngayon, bibigyan ko ng pahintulot ang aking totoong pagkatao upang masabi niya ang kanyang kuwento.","Ngayon, bibigyan ko ng pahintulot ang aking kabataan upang masabi niya ang kanyang kuwento."
Hindi na niya kailangang maglihim ng mga detalye.,Hindi niya kailangang maglihim ng mga detalye.
Hindi na niya kailangang maglihim ng mga detalye.,Hindi na niya kailangang magtago ng mga detalye.
"Kapag hindi ko naman kilala ang aking mga kasama, aalagaan ko ang aking sarili at magsasabi lamang ng mga bagay-bagay na dapat maipahayag.","Tuwing hindi ko naman kilala ang aking mga kasama, aalagaan ko ang aking sarili at magsasabi lamang ng mga bagay-bagay na dapat maipahayag."
"Ngayong gabi, kailangang kailangan kong magpahinga, limutin ang mga gumugulo sa aking isipan at alisin ang bumubuhol sa kalamnan.","Ngayong gabi, kaylangang kailangan kong magpahinga, limutin ang mga gumugulo sa aking isipan at alisin ang bumubuhol sa kalamnan."
"Ngayong gabi, kailangang kailangan kong magpahinga, limutin ang mga gumugulo sa aking isipan at alisin ang bumubuhol sa kalamnan.","Ngayong gabi, kailangang kaylangan kong magpahinga, limutin ang mga gumugulo sa aking isipan at alisin ang bumubuhol sa kalamnan."
"Ngayong gabi, kailangang kailangan kong magpahinga, limutin ang mga gumugulo sa aking isipan at alisin ang bumubuhol sa kalamnan.","Ngayong gabi, kailangang kailangan ko magpahinga, limutin ang mga gumugulo sa aking isipan at alisin ang bumubuhol sa kalamnan."
"Ngayong gabi, kailangang kailangan kong magpahinga, limutin ang mga gumugulo sa aking isipan at alisin ang bumubuhol sa kalamnan.","Ngayong gabi, kailangan na kailangan kong magpahinga, limutin ang mga gumugulo sa aking isipan at alisin ang bumubuhol sa kalamnan."
"At ngayon sa aking isipan, isang nag-iinit na liwanag, napapalibutan ng pagmamahal at kaligtasan, ang bumabalot sa aming dalawa.","At ngayon sa aking isipan, isang nagiinit na liwanag, napapalibutan ng pagmamahal at kaligtasan, ang bumabalot sa aming dalawa."
"Kung minsan, kailangan mong malaman kung pano magpaalam sa kaibigan na iba ang pinagdadaanan niya kaysa sa iyo.","Paminsan, kailangan mong malaman kung pano magpaalam sa kaibigan na iba ang pinagdadaanan niya kaysa sa iyo."
"Kung minsan, kailangan mong malaman kung pano magpaalam sa kaibigan na iba ang pinagdadaanan niya kaysa sa iyo.","Kung minsan, kailangan mong malaman kung pano magpaalam sa kaibigan na iba ang pinagdadaanan niya kaysa sayo."
"Kapag hindi na kayo nagkikita at nag-uusap, kailangan mo na siyang iwanan.","Pag hindi na kayo nagkikita at nag-uusap, kailangan mo na siyang iwanan."
"Kapag hindi na kayo nagkikita at nag-uusap, kailangan mo na siyang iwanan.","Kapag hindi na kayo nagkikita at naguusap, kailangan mo na siyang iwanan."
Nalulungkot ako na magpaalam pero masaya ako dahil gagawin na namin ang gusto namin.,Nalulungkot ako sa magpaalam pero masaya ako dahil gagawin na namin ang gusto namin.
Natututo akong magpaalam.,Natututo ako magpaalam.
"Bilang isang binatilyo, natuto ako na isang simbolo ng pagbibilang ang maong.","Bilang isang binatilyo, natuto ko na isang simbolo ng pagbibilang ang maong."
"Noong paglaki ko, nagpatuloy pa rin akong magsuot ng maong araw-araw.","Noong paglaki ko, nagpatuloy pa rin akong sumuot ng maong araw-araw."
Nakasuot ako ng damit na angkop sa sitwasyon - nakasuot ako ng pampropesyonal sa opisina at nakasuot naman ako ng pamporma sa parti.,Sumusuot ako ng damit na angkop sa sitwasyon - nakasuot ako ng pampropesyonal sa opisina at nakasuot naman ako ng pamporma sa parti.
"Ngunit, nakasuot pa rin ako ng maong kapag gusto ko.","Ngunit, sumusuot pa rin ako ng maong kapag gusto ko."
Pwede akong manamit tulad ng isang indibidwal na may sapat na gulang habang pinamanatili pa rin ang aking sarili.,Pwede akong manamit tulad ng isang indibidwal na may sapat na gulang at pinamanatili pa rin ang aking sarili.
"Malinaw na dapat kong suriin ang aking hangarin, upang mabigyang-pansin ang aking mga ginagawa.","Malinaw na dapat kong suriin ang aking hangarin, upang mabigyang pansin ang aking mga ginagawa."
Tulad ng bato na inilaglag sa sapa na nagbigay ng konsentikong alon na lumago ng palaki nang palaki hangang mapuno ang buong sapa.,Tulad ng bato na inilaglag sa sapa na nagbigay ng konsentikong alon na lumago ng palaki ng palaki hangang mapuno ang buong sapa.
"Kinikilala ko ang mga positibong anyo, pagbabago, at ang paghabol natin sa pag-intindi buhay.","Kinikilala ko ang mga positibong anyo, pagbabago, at ang pag habol natin sa pag-intindi buhay."
"Kinikilala ko ang mga positibong anyo, pagbabago, at ang paghabol natin sa pag-intindi buhay.","Kinikilala ko ang mga positibong anyo, pagbabago, at ang paghabol natin sa pag intindi buhay."
Hinahayaan ko ang aking sariling matulog ayon sa aking pangangailangan.,Hinahayaan ko ang aking sarili matulog ayon sa aking pangangailangan.
Hinahayaan ko ang aking sariling matulog ayon sa aking pangangailangan.,Hinahayaan ko ang aking sariling matulog sa aking pangangailangan.
Hinahayaan ko ang aking sariling matulog ayon sa aking pangangailangan.,Hinahayaan ko ang aking sariling matulog ayon sa aking pangangailangan
"Minsan, ramdam ko na kinakailangan kong matulog nang isang linggo upang humabol, ngunit marami ang kinakailangang tapusin.","Minsan ramdam ko na kinakailangan kong matulog nang isang linggo upang humabol, ngunit marami ang kinakailangang tapusin."
"Minsan, ramdam ko na kinakailangan kong matulog nang isang linggo upang humabol, ngunit marami ang kinakailangang tapusin.","Minsan, ramdam ko na kinakailangan ko matulog nang isang linggo upang humabol, ngunit marami ang kinakailangang tapusin."
"Minsan, ramdam ko na kinakailangan kong matulog nang isang linggo upang humabol, ngunit marami ang kinakailangang tapusin.","Minsan, ramdam ko na kinakailangan kong matulog ng isang linggo upang humabol, ngunit marami ang kinakailangang tapusin."
"Sa gayon, umiinom ako ng kape upang manatiling gising para magpatuloy.",Sa gayon umiinom ako ng kape upang manatiling gising para magpatuloy.
"Sa gayon, umiinom ako ng kape upang manatiling gising para magpatuloy.","Sa gayon, umiinom ako ng kape upang manatiling gising at magpatuloy."
"Sa gayon, sinisigurado ko na nasa kama siya sa tamang oras at ang kanyang kama ay lugar na makakapagbigay ginhawa at panibago.","Sa gayon, sinisigurado ko na nasa kama siya ng tamang oras at ang kanyang kama ay lugar na makakapagbigay ginhawa at panibago."
Magpapatunay ako ngayon nang aking karunungang lumangoy sa mga tubig ng buhay.,Magpapatunay ako ngayon ang aking karunungang lumangoy sa mga tubig ng buhay.
Magpapatunay ako ngayon nang aking karunungang lumangoy sa mga tubig ng buhay.,Magpapatunay ako ngayon nang aking karunungan na lumangoy sa mga tubig ng buhay.
Magpapatunay ako ngayon nang aking karunungang lumangoy sa mga tubig ng buhay.,Magpapatunay ako ngayon nang aking karunungang mag langoy sa mga tubig ng buhay.
"Minsan, nararamdaman ko na parang nasa baha ako ng mga damdamin, mga takot, mga posibilidad.","Minsan nararamdaman ko na parang nasa baha ako ng mga damdamin, mga takot, mga posibilidad."
"Minsan, nararamdaman ko na parang nasa baha ako ng mga damdamin, mga takot, mga posibilidad.","Minsan, niraramdaman ko na parang nasa baha ako ng mga damdamin, mga takot, mga posibilidad."
Pakiramdam ko na parang aanurin ako ng dumaraasang taog ng buhay.,Niraramdam ko na parang aanurin ako ng dumaraasang taog ng buhay.
Pakiramdam ko na parang aanurin ako ng dumaraasang taog ng buhay.,Pakiramdam ko na parang alisin ako ng dumaraasang taog ng buhay.
"Nagugulat at natatakot ako sa laki ng mga alon na sumusugod sa akin katulad ng isang bata na nasa isang baybay-dagat sa unang pagkakataon niya, kung tumatayo ako dito at pinayagan ko ang aking sarili na malilipos ng buhay, malulunod ako .","Nagugulat at natatakot ako sa kalakihan ng mga alon na sumusugod sa akin katulad ng isang bata na nasa isang baybay-dagat sa unang pagkakataon niya, kung tumatayo ako dito at pinayagan ko ang aking sarili na malilipos ng buhay, malulunod ako ."
"Nagugulat at natatakot ako sa laki ng mga alon na sumusugod sa akin katulad ng isang bata na nasa isang baybay-dagat sa unang pagkakataon niya, kung tumatayo ako dito at pinayagan ko ang aking sarili na malilipos ng buhay, malulunod ako .","Nagugulat at natatakot ako sa laki ng alon na sumusugod sa akin katulad ng isang bata na nasa isang baybay-dagat sa unang pagkakataon niya, kung tumatayo ako dito at pinayagan ko ang aking sarili na malilipos ng buhay, malulunod ako ."
"Nagugulat at natatakot ako sa laki ng mga alon na sumusugod sa akin katulad ng isang bata na nasa isang baybay-dagat sa unang pagkakataon niya, kung tumatayo ako dito at pinayagan ko ang aking sarili na malilipos ng buhay, malulunod ako .","Nagugulat at natatakot ako sa laki ng mga alon na sumusugod sa akin katulad ng isang bata nasa isang baybay-dagat sa unang pagkakataon niya, kung tumatayo ako dito at pinayagan ko ang aking sarili na malilipos ng buhay, malulunod ako ."
"Hindi ito ang aking unang araw sa baybay-dagat, subalit kaya kong lumangoy.","Hindi ito ang aking unang araw sa baybay-dagat, at kaya kong lumangoy."
"Hindi ito ang aking unang araw sa baybay-dagat, subalit kaya kong lumangoy.","Hindi ito ang aking unang araw sa baybay-dagat, subalit kaya ko lumangoy."
"Hindi ito ang aking unang araw sa baybay-dagat, subalit kaya kong lumangoy.","Hindi ito ang aking unang araw sa baybay-dagat, subalit kaya kong maglangoy."
"Hindi ito ang aking unang araw sa baybay-dagat, subalit kaya kong lumangoy.","Ngunit hindi ang aking unang araw sa baybay-dagat, subalit kaya kong lumangoy."
Pinapayagan ko ang aking sarili na dalhin ako ng mga alon na nasa piniling kong daan.,Pinayagan ko ang aking sarili na dalhin ako ng mga alon na nasa piniling kong daan.
Pinapayagan ko ang aking sarili na dalhin ako ng mga alon na nasa piniling kong daan.,Pinapayagan ang aking sarili na dalhin ako ng mga alon na nasa piniling kong daan.
Pinapayagan ko ang aking sarili na dalhin ako ng mga alon na nasa piniling kong daan.,Pinapayagan ko ang aking sarili na magbihat sa akin ng mga alon na nasa piniling kong daan.
Ang sarili kong isip at damdamin pag-aari ko.,Ang aking isip at damdamin pag-aari ko.
"Hindi ko kailangan tingnan ang isip at damdamin ng iba, upang malaman ko kung ano ang dapat idamdam at isipin ko.","Hindi ko kailangan tingnan ang isip at damdamin ng iba, upang malaman ko kung ano dapat idamdam at isipin ko."
"Bilang isang bata, palagi ako pinagsasabihan na mali ang nararamdaman sa bawat sitwasyon.","Bilang isang bata, palagi ako pinagsasabihan na mali ang aking nararamdaman sa bawat sitwasyon."
"Bilang isang bata, palagi ako pinagsasabihan na mali ang nararamdaman sa bawat sitwasyon.","Bilang isang bata, palagi ako pinagsasabihan na mali ang pakiramdam sa bawat sitwasyon."
"Hindi dapat magalit na may regalo ang aking ate at wala ako, dapat masaya ako, dahil kaarawan niya.","Hindi dapat ako magalit na may regalo ang aking ate at wala ako, dapat masaya ako, dahil kaarawan niya."
"Hindi dapat magalit na may regalo ang aking ate at wala ako, dapat masaya ako, dahil kaarawan niya.","Hindi dapat magalit na meron regalo ang aking ate at wala ako, dapat masaya ako, dahil kaarawan niya."
"Hindi ko dapat awayin si Jim dahil siya ang aking tito, kaya dapat ko siya mahalin.","Hindi ko dapat ayawin si Jim dahil siya ang aking tito, kaya dapat ko siya mahalin."
Ngayong tumanda na ako at alam ko na may karapatan ako sa sarili kong isip at damdamin.,Ngayong tumanda na ako alam ko na may karapatan ako sa sarili kong isip at damdamin.
"Noong bata pa ako, wala akong bayani.",Bilang bata wala akong bayani.
"Kailangan kong makahanap ng isang tao, na ipinapakita ang gusto ko upang tumanda ako.","Kailangan kong makahanap ng tao, na ipinapakita ang gusto ko upang tumanda ako."
"Ngayon, sisimulan ko na ang aking paghahanap ng isang tao na aking paghahangaan at pagtitiwalaan.","Ngayon, sisimulan ko na ang aking paghahanap ng tao na aking paghahangaan at pagtitiwalaan."
Ipahahayag ko ang lumalabas na personalidad ko.,Ipapahayag ko ang lumalabas na personalidad ko.
Isang magaling na artista ang tunay na pagkatao ko.,Isang magaling na artista ang inner-child ko.
"Sa buong araw, nakakayanan kong isaayos ang iba't ibang aspekto sa aking buhay.","Sa buong araw, nakakayanan kong isaayos ang iba't ibang aspeto sa aking buhay."
Tinutupad ko ang lumalaking lakas gamit ang bagong katangian at panibagong paraan ng pagkatao.,Tinutupad ko ang lumalaking lakas gamit ang bagong roles at panibagong paraan ng pagkatao.
"Sa paaralan ako ang parating sumusunod, hindi kailanman naging pinuno.","Sa paaralan ako iyong parating sumusunod, hindi kailanman naging pinuno."
